Dimension;Density;Algorithm;Num_Robots;Time;Overlapping
10;40;MSTC*;4;183,61341989133427;0,2863070539419087
10;40;TMSTC*;4;186,48528137423855;0,33195020746887965
10;40;MSTC*;2;333,6848484627629;0,2074688796680498
10;40;TMSTC*;2;332,3991341770486;0,2074688796680498
10;40;MSTC*;4;235,5847041589376;0,5020746887966805
10;40;TMSTC*;4;234,29898987322332;0,5020746887966805
10;40;MSTC*;2;324,9985569617476;0,15352697095435686
10;40;TMSTC*;2;312,5132755875091;0,12448132780082988
10;40;MSTC*;4;231,85642133801667;0,5975103734439834
10;40;TMSTC*;4;208,74155840842994;0,45228215767634855
10;40;MSTC*;2;327,7989898732234;0,17427385892116182
10;40;TMSTC*;2;323,6848484627629;0,17842323651452283
10;40;MSTC*;4;217,8844155512871;0,5103734439834025
10;40;TMSTC*;4;198,94184701608046;0,3817427385892116
10;40;MSTC*;2;333,37041844465193;0,23236514522821577
10;40;TMSTC*;2;338,8417027122553;0,24066390041493776
10;40;MSTC*;4;214,927128390319;0,4979253112033195
10;40;TMSTC*;4;216,09870126557283;0,4896265560165975
10;40;MSTC*;2;359,6126983722081;0,2821576763485477
10;40;TMSTC*;2;357,68412694363667;0,2821576763485477
10;40;MSTC*;4;279,11197685308184;0,8423236514522822
10;40;TMSTC*;4;277,5839826398114;0,9543568464730291
10;40;MSTC*;2;330,02727269414436;0,17012448132780084
10;40;TMSTC*;2;340,3269840864939;0,1908713692946058
10;40;MSTC*;4;201,19812405027184;0,3651452282157676
10;40;TMSTC*;4;207,49783544262138;0,4107883817427386
10;40;MSTC*;2;323,15613273036627;0,16182572614107885
10;40;TMSTC*;2;331,3417027122553;0,1950207468879668
10;40;MSTC*;4;217,24155840842997;0,5228215767634855
10;40;TMSTC*;4;228,6274169979695;0,46887966804979253
10;40;MSTC*;2;336,7415584084301;0,2033195020746888
10;40;TMSTC*;2;337,2702741408268;0,21161825726141079
10;40;MSTC*;4;213,56926401404993;0,4605809128630705
10;40;TMSTC*;4;211,88441555128708;0,46473029045643155
10;40;MSTC*;2;342,8556998188906;0,2157676348547718
10;40;TMSTC*;2;335,3844155512873;0,1950207468879668
10;40;MSTC*;4;207,5847041589376;0,45228215767634855
10;40;TMSTC*;4;191,35642133801664;0,33195020746887965
10;40;MSTC*;2;349,68412694363667;0,22406639004149378
10;40;TMSTC*;2;348,3984126579224;0,22406639004149378
10;40;MSTC*;4;263,42568535206664;0,6348547717842323
10;40;TMSTC*;4;238,76810958344805;0,6099585062240664
10;40;MSTC*;2;364,5839826398115;0,2987551867219917
10;40;TMSTC*;2;383,06926401405;0,3817427385892116
10;40;MSTC*;4;267,7135641951595;0,8713692946058091
10;40;TMSTC*;4;264,9971139234952;0,8423236514522822
10;40;MSTC*;2;333,9411254969543;0,1908713692946058
10;40;TMSTC*;2;333,5552669074148;0,18672199170124482
10;40;MSTC*;4;218,6826839053842;0,5269709543568465
10;40;TMSTC*;4;227,32554104824135;0,5809128630705395
10;40;MSTC*;2;354,2562770341915;0,2987551867219917
10;40;TMSTC*;2;338,8137084989848;0,2572614107883817
10;40;MSTC*;4;223,31298697985855;0,5643153526970954
10;40;TMSTC*;4;207,99927848087378;0,49377593360995853
10;40;MSTC*;2;345,7702741408268;0,22821576763485477
10;40;TMSTC*;2;354,512554068383;0,2697095435684647
10;40;MSTC*;4;206,52799421327046;0,4315352697095436
10;40;TMSTC*;4;215,58470415893757;0,4979253112033195
10;40;MSTC*;2;350,28499276658823;0,2946058091286307
10;40;TMSTC*;2;350,39913417704867;0,2987551867219917
10;40;MSTC*;4;227,61341989133425;0,6182572614107884
10;40;TMSTC*;4;228,2562770341914;0,6431535269709544
10;40;MSTC*;2;326,0279942132705;0,1825726141078838
10;40;TMSTC*;2;331,6848484627629;0,1991701244813278
10;40;MSTC*;4;197,28499276658806;0,3070539419087137
10;40;TMSTC*;4;190,82770560562;0,33195020746887965
10;40;MSTC*;2;351,61341989133444;0,27800829875518673
10;40;TMSTC*;2;354,4418470160806;0,2821576763485477
10;40;MSTC*;4;226,3549782997642;0,6099585062240664
10;40;TMSTC*;4;242,3984126579223;0,6016597510373444
10;40;MSTC*;2;317,3417027122553;0,14107883817427386
10;40;TMSTC*;2;316,05598842654103;0,14107883817427386
10;40;MSTC*;4;198,6701298370014;0,36099585062240663
10;40;TMSTC*;4;200,85569981889046;0,3900414937759336
10;40;MSTC*;2;325,82770560562;0,1908713692946058
10;40;TMSTC*;2;321,7849927665881;0,1950207468879668
10;40;MSTC*;4;220,14213562373092;0,45643153526970953
10;40;TMSTC*;4;215,38513707041332;0,46473029045643155
10;40;MSTC*;2;343,5272726941443;0,24481327800829875
10;40;TMSTC*;2;355,7842712474619;0,29045643153526973
10;40;MSTC*;4;239,29754683497092;0,6597510373443983
10;40;TMSTC*;4;260,92640687119285;0,5684647302904564
10;40;MSTC*;2;317,11341989133433;0,15767634854771784
10;40;TMSTC*;2;311,5279942132705;0,13692946058091288
10;40;MSTC*;4;212,0987012655728;0,5020746887966805
10;40;TMSTC*;4;210,5559884265409;0,49377593360995853
10;40;MSTC*;2;378,5839826398117;0,36099585062240663
10;40;TMSTC*;2;364,76955262170065;0,3070539419087137
10;40;MSTC*;4;267,61197685308184;0,8008298755186722
10;40;TMSTC*;4;270,768109583448;0,8796680497925311
10;40;MSTC*;2;348,88441555128725;0,27800829875518673
10;40;TMSTC*;2;334,0132755875091;0,23651452282157676
10;40;MSTC*;4;245,2113996377809;0,6970954356846473
10;40;TMSTC*;4;253,11269837220806;0,7178423236514523
10;40;MSTC*;2;339,15613273036627;0,21991701244813278
10;40;TMSTC*;2;343,56998553317624;0,24066390041493776
10;40;MSTC*;4;247,75483399593898;0,7095435684647303
10;40;TMSTC*;4;249,28427124746185;0,6721991701244814
10;40;MSTC*;2;360,5412698007797;0,3070539419087137
10;40;TMSTC*;2;361,1841269436368;0,3070539419087137
10;40;MSTC*;4;250,82770560562;0,5892116182572614
10;40;TMSTC*;4;254,52727269414424;0,7012448132780082
10;40;MSTC*;2;329,64213562373095;0,2074688796680498
10;40;TMSTC*;2;330,5419913199057;0,21161825726141079
10;40;MSTC*;4;208,55670994566714;0,48132780082987553
10;40;TMSTC*;4;212,9278499094452;0,4979253112033195
10;40;MSTC*;2;336,4845598551125;0,1950207468879668
10;40;TMSTC*;2;335,9845598551125;0,21161825726141079
10;40;MSTC*;4;204,29898987322332;0,44813278008298757
10;40;TMSTC*;4;202,2562770341914;0,44398340248962653
10;40;MSTC*;2;389,9124097645578;0,3983402489626556
10;40;TMSTC*;2;386,85569981889046;0,3775933609958506
10;40;MSTC*;4;281,7975468349709;0,9626556016597511
10;40;TMSTC*;4;281,1546896921137;0,8589211618257261
10;40;MSTC*;2;316,32770560562;0,14937759336099585
10;40;TMSTC*;2;323,0419913199057;0,15352697095435686
10;40;MSTC*;4;207,88441555128708;0,4024896265560166
10;40;TMSTC*;4;203,69884556939806;0,3900414937759336
10;40;MSTC*;2;366,8836940321612;0,3070539419087137
10;40;TMSTC*;2;356,883694032161;0,27800829875518673
10;40;MSTC*;4;227,64069258547855;0,5892116182572614
10;40;TMSTC*;4;236,14069258547858;0,6348547717842323
10;40;MSTC*;2;337,22756130179494;0,22821576763485477
10;40;TMSTC*;2;342,2415584084301;0,24896265560165975
10;40;MSTC*;4;229,38441555128708;0,5850622406639004
10;40;TMSTC*;4;234,34242423138141;0,6639004149377593
10;40;MSTC*;2;288,8137084989848;0,04979253112033195
10;40;TMSTC*;2;289,45656564184196;0,04979253112033195
10;40;MSTC*;4;214,7562770341914;0,5103734439834025
10;40;TMSTC*;4;228,71284267603326;0,5850622406639004
10;50;MSTC*;2;285,97056274847716;0,20398009950248755
10;50;TMSTC*;2;285,97056274847716;0,20398009950248755
10;50;MSTC*;4;163,61341989133425;0,35323383084577115
10;50;TMSTC*;4;163,61341989133425;0,35323383084577115
10;40;MSTC*;2;306,7849927665881;0,0912863070539419
10;40;TMSTC*;2;308,8417027122553;0,12033195020746888
10;40;MSTC*;4;194,7842712474619;0,34854771784232363
10;40;TMSTC*;4;206,55598842654092;0,3983402489626556
10;40;MSTC*;2;360,84170271225537;0,3278008298755187
10;40;TMSTC*;2;360,84170271225537;0,3278008298755187
10;40;MSTC*;4;236,16940831787522;0,6307053941908713
10;40;TMSTC*;4;236,16940831787522;0,6307053941908713
10;50;MSTC*;2;320,7275613017948;0,4079601990049751
10;50;TMSTC*;2;320,7275613017948;0,4079601990049751
10;50;MSTC*;4;201,04199131990572;0,681592039800995
10;50;TMSTC*;4;201,04199131990572;0,681592039800995
10;50;MSTC*;2;286,54199131990566;0,24875621890547264
10;50;TMSTC*;2;288,61341989133433;0,2537313432835821
10;50;MSTC*;4;194,1701298370014;0,6567164179104478
10;50;TMSTC*;4;197,05670994566714;0,6666666666666666
10;50;MSTC*;2;284,8417027122552;0,22388059701492538
10;50;TMSTC*;2;283,5559884265409;0,22388059701492538
10;50;MSTC*;4;189,7555555150652;0,5771144278606966
10;50;TMSTC*;4;188,46984122935092;0,5771144278606966
10;50;MSTC*;2;317,41313128368387;0,373134328358209
10;50;TMSTC*;2;317,41313128368387;0,373134328358209
10;50;MSTC*;4;185,65613273036618;0,5422885572139303
10;50;TMSTC*;4;185,65613273036618;0,527363184079602
10;40;MSTC*;2;354,85569981889046;0,24066390041493776
10;40;TMSTC*;2;345,5699855331762;0,24066390041493776
10;40;MSTC*;4;241,68340542451043;0,6804979253112033
10;40;TMSTC*;4;227,1701298370014;0,5850622406639004
10;50;MSTC*;2;287,4845598551123;0,23383084577114427
10;50;TMSTC*;2;286,19884556939803;0,23383084577114427
10;50;MSTC*;4;188,9705627484771;0,5870646766169154
10;50;TMSTC*;4;188,9705627484771;0,5870646766169154
10;40;MSTC*;2;362,1981240502721;0,3029045643153527
10;40;TMSTC*;2;350,61269837220823;0,27800829875518673
10;40;MSTC*;4;243,77027414082664;0,7053941908713693
10;40;TMSTC*;4;238,1414141046047;0,6639004149377593
10;40;MSTC*;2;364,32770560562;0,3360995850622407
10;40;TMSTC*;2;361,75627703419144;0,3360995850622407
10;40;MSTC*;4;245,4985569617476;0,7717842323651453
10;40;TMSTC*;4;252,11341989133425;0,8091286307053942
10;50;MSTC*;2;308,87041844465193;0,36318407960199006
10;50;TMSTC*;2;310,84170271225526;0,3681592039800995
10;50;MSTC*;4;207,02655117501803;0,6915422885572139
10;50;TMSTC*;4;207,02655117501803;0,6716417910447762
10;50;MSTC*;2;263,2135641951595;0,15422885572139303
10;50;TMSTC*;2;263,2135641951595;0,15422885572139303
10;50;MSTC*;4;180,9278499094452;0,5223880597014925
10;50;TMSTC*;4;196,6274169979695;0,6218905472636815
10;50;MSTC*;2;288,94112549695427;0,25870646766169153
10;50;TMSTC*;2;288,94112549695427;0,25870646766169153
10;50;MSTC*;4;182,9705627484771;0,43283582089552236
10;50;TMSTC*;4;182,9705627484771;0,43283582089552236
10;50;MSTC*;2;328,79826835409716;0,42786069651741293
10;50;TMSTC*;2;327,5125540683829;0,42786069651741293
10;50;MSTC*;4;220,1694083178752;0,7711442786069652
10;50;TMSTC*;4;220,1694083178752;0,7711442786069652
10;50;MSTC*;2;268,4992784808738;0,17412935323383086
10;50;TMSTC*;2;268,4992784808738;0,17412935323383086
10;50;MSTC*;4;191,8269840864938;0,5323383084577115
10;50;TMSTC*;4;213,1126983722081;0,6417910447761194
10;50;MSTC*;2;295,11341989133433;0,26865671641791045
10;50;TMSTC*;2;293,82770560562;0,26865671641791045
10;50;MSTC*;4;214,9978354426214;0,7661691542288557
10;50;TMSTC*;4;214,9978354426214;0,7661691542288557
10;50;MSTC*;2;330,99855696174774;0,4228855721393035
10;50;TMSTC*;2;330,8844155512872;0,42786069651741293
10;50;MSTC*;4;214,4691197102247;0,6517412935323383
10;50;TMSTC*;4;215,75483399593898;0,6318407960199005
10;50;MSTC*;2;282,427128390319;0,1890547263681592
10;50;TMSTC*;2;274,4558441227157;0,1791044776119403
10;50;MSTC*;4;160,32770560561997;0,32338308457711445
10;50;TMSTC*;4;168,44184701608043;0,39303482587064675
10;50;MSTC*;2;309,02655117501814;0,30845771144278605
10;50;TMSTC*;2;304,383694032161;0,2885572139303483
10;50;MSTC*;4;208,5552669074147;0,681592039800995
10;50;TMSTC*;4;210,25555551506517;0,6865671641791045
10;50;MSTC*;2;322,9838383359862;0,38308457711442784
10;50;TMSTC*;2;310,8696969255258;0,3482587064676617
10;50;MSTC*;4;227,75483399593898;0,9303482587064676
10;50;TMSTC*;4;251,86897540639944;0,835820895522388
10;50;MSTC*;2;303,555988426541;0,3383084577114428
10;50;TMSTC*;2;287,2989898732233;0,24875621890547264
10;50;MSTC*;4;247,38369403216092;1,0696517412935322
10;50;TMSTC*;4;242,1266954788433;1,064676616915423
10;50;MSTC*;2;276,4705627484771;0,19402985074626866
10;50;TMSTC*;2;287,2989898732233;0,23880597014925373
10;50;MSTC*;4;222,0979797464466;0,8109452736318408
10;50;TMSTC*;4;216,39769113879612;0,6865671641791045
10;50;MSTC*;2;301,14141410460473;0,2935323383084577
10;50;TMSTC*;2;301,14141410460473;0,2935323383084577
10;50;MSTC*;4;218,6266954788433;0,746268656716418
10;50;TMSTC*;4;218,6266954788433;0,746268656716418
10;50;MSTC*;2;288,08470415893765;0,24875621890547264
10;50;TMSTC*;2;302,42712839031907;0,2885572139303483
10;50;MSTC*;4;201,11269837220806;0,4925373134328358
10;50;TMSTC*;4;199,94112549695424;0,6069651741293532
10;50;MSTC*;2;305,37041844465193;0,30845771144278605
10;50;TMSTC*;2;305,37041844465193;0,30845771144278605
10;50;MSTC*;4;234,76955262170043;0,9353233830845771
10;50;TMSTC*;4;234,76955262170043;0,9353233830845771
10;50;MSTC*;2;268,6134198913343;0,1691542288557214
10;50;TMSTC*;2;283,5559884265409;0,22388059701492538
10;50;MSTC*;4;186,89913417704852;0,5671641791044776
10;50;TMSTC*;4;190,44184701608046;0,5572139303482587
10;50;MSTC*;2;289,25627703419144;0,24875621890547264
10;50;TMSTC*;2;289,25627703419144;0,24875621890547264
10;50;MSTC*;4;176,44184701608046;0,48756218905472637
10;50;TMSTC*;4;176,44184701608046;0,48756218905472637
10;50;MSTC*;2;258,4992784808738;0,11442786069651742
10;50;TMSTC*;2;258,4992784808738;0,11442786069651742
10;50;MSTC*;4;206,9551226035895;0,4975124378109453
10;50;TMSTC*;4;206,9551226035895;0,5074626865671642
10;50;MSTC*;2;264,8851370704133;0,14925373134328357
10;50;TMSTC*;2;263,599422784699;0,14925373134328357
10;50;MSTC*;4;169,08470415893757;0,39303482587064675
10;50;TMSTC*;4;161,98455985511237;0,35323383084577115
10;50;MSTC*;2;313,2275613017948;0,35323383084577115
10;50;TMSTC*;2;311,94184701608054;0,35323383084577115
10;50;MSTC*;4;181,5419913199057;0,472636815920398
10;50;TMSTC*;4;174,65541121123997;0,44776119402985076
10;50;MSTC*;2;269,7849927665881;0,1691542288557214
10;50;TMSTC*;2;273,25627703419144;0,19900497512437812
10;50;MSTC*;4;157,5419913199057;0,3034825870646766
10;50;TMSTC*;4;155,82770560562;0,31343283582089554
10;50;MSTC*;2;287,6274169979695;0,2537313432835821
10;50;TMSTC*;2;282,6134198913343;0,22885572139303484
10;50;MSTC*;4;186,927128390319;0,5572139303482587
10;50;TMSTC*;4;208,58398263981138;0,6567164179104478
10;50;MSTC*;2;288,6848484627629;0,23880597014925373
10;50;TMSTC*;2;284,6134198913343;0,24875621890547264
10;50;MSTC*;4;190,51327558750904;0,5920398009950248
10;50;TMSTC*;4;199,88513707041332;0,6318407960199005
10;50;MSTC*;2;315,6266954788434;0,35323383084577115
10;50;TMSTC*;2;320,9124097645577;0,3781094527363184
10;50;MSTC*;4;230,19740253114563;0,9203980099502488
10;50;TMSTC*;4;220,69812405027184;0,8308457711442786
10;50;MSTC*;2;279,0272726941443;0,1691542288557214
10;50;TMSTC*;2;268,79898987322326;0,16417910447761194
10;50;MSTC*;4;183,7989898732233;0,5124378109452736
10;50;TMSTC*;4;176,58398263981138;0,39303482587064675
10;50;MSTC*;2;266,91313128368375;0,14427860696517414
10;50;TMSTC*;2;257,39913417704855;0,12437810945273632
10;50;MSTC*;4;193,56998553317612;0,5920398009950248
10;50;TMSTC*;4;196,79754683497092;0,5920398009950248
10;50;MSTC*;2;292,1274169979695;0,2537313432835821
10;50;TMSTC*;2;282,1561327303662;0,22885572139303484
10;50;MSTC*;4;186,81226546073236;0,5323383084577115
10;50;TMSTC*;4;184,81298697985852;0,5323383084577115
10;50;MSTC*;2;283,18484846276283;0,18407960199004975
10;50;TMSTC*;2;281,89913417704855;0,18407960199004975
10;50;MSTC*;4;189,01327558750904;0,5572139303482587
10;50;TMSTC*;4;187,72756130179474;0,5572139303482587
10;50;MSTC*;2;282,22756130179476;0,22885572139303484
10;50;TMSTC*;2;282,22756130179476;0,22885572139303484
10;50;MSTC*;4;160,14213562373092;0,3582089552238806
10;50;TMSTC*;4;160,14213562373092;0,3582089552238806
10;50;MSTC*;2;279,4845598551123;0,19900497512437812
10;50;TMSTC*;2;279,6701298370014;0,1691542288557214
10;50;MSTC*;4;223,15541121124;0,7761194029850746
10;50;TMSTC*;4;218,95440108446329;0,7512437810945274
10;50;MSTC*;2;308,15541121124005;0,29850746268656714
10;50;TMSTC*;2;301,85569981889046;0,29850746268656714
10;50;MSTC*;4;219,5972582273204;0,7860696517412935
10;50;TMSTC*;4;216,1259739597171;0,7711442786069652
10;50;MSTC*;2;280,0847041589376;0,22388059701492538
10;50;TMSTC*;2;280,0847041589376;0,21890547263681592
10;50;MSTC*;4;203,31298697985855;0,6169154228855721
10;50;TMSTC*;4;203,31298697985855;0,572139303482587
10;50;MSTC*;2;268,7282828209209;0,19900497512437812
10;50;TMSTC*;2;268,7282828209209;0,19900497512437812
10;50;MSTC*;4;189,68484846276283;0,6716417910447762
10;50;TMSTC*;4;189,68484846276283;0,6716417910447762
10;50;MSTC*;2;250,08542567806379;0,1044776119402985
10;50;TMSTC*;2;250,08542567806379;0,1044776119402985
10;50;MSTC*;4;199,4558441227157;0,5970149253731343
10;50;TMSTC*;4;199,4558441227157;0,5970149253731343
10;50;MSTC*;2;302,7989898732234;0,30845771144278605
10;50;TMSTC*;2;302,7989898732234;0,30845771144278605
10;50;MSTC*;4;207,31298697985852;0,5671641791044776
10;50;TMSTC*;4;207,31298697985852;0,5671641791044776
10;50;MSTC*;2;267,3704184446519;0,13930348258706468
10;50;TMSTC*;2;254,15613273036618;0,08955223880597014
10;50;MSTC*;4;184,9551226035895;0,5124378109452736
10;50;TMSTC*;4;193,27027414082664;0,4228855721393035
10;50;MSTC*;2;289,59870126557286;0,22885572139303484
10;50;TMSTC*;2;269,7135641951595;0,16417910447761194
10;50;MSTC*;4;209,8262625673676;0,7611940298507462
10;50;TMSTC*;4;200,5839826398114;0,6766169154228856
10;50;MSTC*;2;280,88513707041335;0,22388059701492538
10;50;TMSTC*;2;254,19956708852428;0,10945273631840796
10;50;MSTC*;4;180,78499276658806;0,5223880597014925
10;50;TMSTC*;4;184,55670994566714;0,5422885572139303
10;50;MSTC*;2;300,9845598551123;0,31343283582089554
10;50;TMSTC*;2;300,9845598551123;0,31343283582089554
10;50;MSTC*;4;220,37041844465188;0,7064676616915423
10;50;TMSTC*;4;220,37041844465188;0,7064676616915423
10;50;MSTC*;2;255,41385280280997;0,11442786069651742
10;50;TMSTC*;2;255,41385280280997;0,11442786069651742
10;50;MSTC*;4;168,92784990944523;0,43283582089552236
10;50;TMSTC*;4;167,7562770341914;0,4079601990049751
10;50;MSTC*;2;277,9705627484771;0,208955223880597
10;50;TMSTC*;2;276,68484846276283;0,208955223880597
10;50;MSTC*;4;218,09797974644664;0,7562189054726368
10;50;TMSTC*;4;208,05526690741473;0,7512437810945274
10;50;MSTC*;2;310,7555555150653;0,31840796019900497
10;50;TMSTC*;2;310,7555555150653;0,31840796019900497
10;50;MSTC*;4;197,64141410460473;0,5970149253731343
10;50;TMSTC*;4;197,64141410460473;0,5970149253731343
10;50;MSTC*;2;255,58470415893757;0,11442786069651742
10;50;TMSTC*;2;267,8129869798585;0,15920398009950248
10;50;MSTC*;4;176,24155840842994;0,373134328358209
10;50;TMSTC*;4;170,86897540639947;0,3781094527363184
10;50;MSTC*;2;298,7268397826686;0,263681592039801
10;50;TMSTC*;2;297,4411254969543;0,263681592039801
10;50;MSTC*;4;206,8549782997642;0,5074626865671642
10;50;TMSTC*;4;196,2835497283357;0,5024875621890548
10;50;MSTC*;2;317,96984122935095;0,3781094527363184
10;50;TMSTC*;2;314,58470415893765;0,36318407960199006
10;50;MSTC*;4;213,74083688930375;0,7611940298507462
10;50;TMSTC*;4;219,66940831787522;0,7412935323383084
10;50;MSTC*;2;308,15541121124005;0,3283582089552239
10;50;TMSTC*;2;280,3844155512871;0,20398009950248755
10;50;MSTC*;4;200,69812405027184;0,6666666666666666
10;50;TMSTC*;4;194,16940831787522;0,6019900497512438
10;50;MSTC*;2;264,91313128368375;0,12935323383084577
10;50;TMSTC*;2;264,91313128368375;0,12935323383084577
10;50;MSTC*;4;193,3844155512871;0,5671641791044776
10;50;TMSTC*;4;193,3844155512871;0,5671641791044776
10;50;MSTC*;2;257,2282828209209;0,11442786069651742
10;50;TMSTC*;2;254,65685424949237;0,11442786069651742
10;50;MSTC*;4;165,35642133801664;0,373134328358209
10;50;TMSTC*;4;176,18484846276283;0,43781094527363185
10;50;MSTC*;2;268,4992784808738;0,18407960199004975
10;50;TMSTC*;2;268,4992784808738;0,18407960199004975
10;50;MSTC*;4;225,54199131990572;0,8109452736318408
10;50;TMSTC*;4;225,54199131990572;0,8109452736318408
10;50;MSTC*;2;312,9558441227157;0,35323383084577115
10;50;TMSTC*;2;312,9558441227157;0,35323383084577115
10;50;MSTC*;4;214,99783544262138;0,7960199004975125
10;50;TMSTC*;4;214,99783544262138;0,7960199004975125
10;50;MSTC*;2;272,4992784808738;0,19402985074626866
10;50;TMSTC*;2;280,5419913199057;0,22885572139303484
10;50;MSTC*;4;170,81298697985855;0,42786069651741293
10;50;TMSTC*;4;171,98455985511237;0,4228855721393035
10;50;MSTC*;2;303,9131312836838;0,2885572139303483
10;50;TMSTC*;2;302,62741699796953;0,2885572139303483
10;50;MSTC*;4;193,98383833598618;0,582089552238806
10;50;TMSTC*;4;193,98383833598618;0,582089552238806
10;50;MSTC*;2;282,8417027122552;0,208955223880597
10;50;TMSTC*;2;281,5559884265409;0,208955223880597
10;50;MSTC*;4;185,75555551506517;0,527363184079602
10;50;TMSTC*;4;185,9131312836838;0,5422885572139303
10;50;MSTC*;2;296,055988426541;0,26865671641791045
10;50;TMSTC*;2;290,7702741408267;0,2537313432835821
10;50;MSTC*;4;212,69812405027184;0,5771144278606966
10;50;TMSTC*;4;195,95584412271566;0,6368159203980099
10;50;MSTC*;2;299,5272726941443;0,2885572139303483
10;50;TMSTC*;2;303,71284267603335;0,2935323383084577
10;50;MSTC*;4;175,19884556939806;0,4129353233830846
10;50;TMSTC*;4;178,48455985511234;0,43781094527363185
10;50;MSTC*;2;298,19884556939803;0,2885572139303483
10;50;TMSTC*;2;298,19884556939803;0,2885572139303483
10;50;MSTC*;4;207,84170271225523;0,7412935323383084
10;50;TMSTC*;4;212,58398263981135;0,7611940298507462
10;50;MSTC*;2;291,2842712474619;0,26865671641791045
10;50;TMSTC*;2;291,2842712474619;0,26865671641791045
10;50;MSTC*;4;216,05526690741473;0,8208955223880597
10;50;TMSTC*;4;216,05526690741473;0,8208955223880597
10;50;MSTC*;2;281,1414141046047;0,19402985074626866
10;50;TMSTC*;2;287,2128426760333;0,23383084577114427
10;50;MSTC*;4;191,45584412271566;0,5970149253731343
10;50;TMSTC*;4;192,74155840843;0,6069651741293532
10;50;MSTC*;2;281,32770560561994;0,23383084577114427
10;50;TMSTC*;2;289,4418470160805;0,25870646766169153
10;50;MSTC*;4;230,39841265792234;0,7213930348258707
10;50;TMSTC*;4;226,76955262170046;0,8905472636815921
10;50;MSTC*;2;331,82698408649395;0,4129353233830846
10;50;TMSTC*;2;316,4271283903191;0,3681592039800995
10;50;MSTC*;4;209,1274169979695;0,7761194029850746
10;50;TMSTC*;4;201,7555555150652;0,6069651741293532
10;50;MSTC*;2;286,86969692552566;0,22885572139303484
10;50;TMSTC*;2;285,88369403216086;0,208955223880597
10;50;MSTC*;4;208,54054828165326;0,7164179104477612
10;50;TMSTC*;4;220,2401153701776;0,6119402985074627
10;50;MSTC*;2;329,65468969211395;0,4129353233830846
10;50;TMSTC*;2;329,65468969211395;0,4129353233830846
10;50;MSTC*;4;228,12597395971707;0,8756218905472637
10;50;TMSTC*;4;228,12597395971707;0,8756218905472637
10;50;MSTC*;2;287,8564213380167;0,24875621890547264
10;50;TMSTC*;2;287,8564213380167;0,24875621890547264
10;50;MSTC*;4;207,08470415893757;0,6965174129353234
10;50;TMSTC*;4;207,08470415893757;0,6965174129353234
10;50;MSTC*;2;248,77099565995283;0,07960199004975124
10;50;TMSTC*;2;255,07070705230237;0,08955223880597014
10;50;MSTC*;4;184,28499276658806;0,4527363184079602
10;50;TMSTC*;4;184,28499276658806;0,42786069651741293
10;50;MSTC*;2;278,72756130179476;0,208955223880597
10;50;TMSTC*;2;278,72756130179476;0,208955223880597
10;50;MSTC*;4;171,31370849898474;0,4427860696517413
10;50;TMSTC*;4;177,61341989133427;0,48258706467661694
10;50;MSTC*;2;286,5419913199057;0,24875621890547264
10;50;TMSTC*;2;286,5419913199057;0,24875621890547264
10;50;MSTC*;4;177,15613273036615;0,4626865671641791
10;50;TMSTC*;4;177,15613273036615;0,4626865671641791
10;50;MSTC*;2;315,0272726941443;0,373134328358209
10;50;TMSTC*;2;303,02727269414424;0,31840796019900497
10;50;MSTC*;4;189,01327558750904;0,5771144278606966
10;50;TMSTC*;4;188,2562770341914;0,572139303482587
10;50;MSTC*;2;298,24155840843;0,27860696517412936
10;50;TMSTC*;2;285,0987012655729;0,24378109452736318
10;50;MSTC*;4;196,44112549695427;0,5671641791044776
10;50;TMSTC*;4;199,09725822732042;0,5223880597014925
10;50;MSTC*;2;290,88513707041335;0,27860696517412936
10;50;TMSTC*;2;297,1848484627629;0,29850746268656714
10;50;MSTC*;4;203,5419913199057;0,7064676616915423
10;50;TMSTC*;4;208,18484846276283;0,7562189054726368
10;50;MSTC*;2;311,3984126579224;0,36318407960199006
10;50;TMSTC*;2;311,3984126579224;0,36318407960199006
10;50;MSTC*;4;218,55598842654092;0,8656716417910447
10;50;TMSTC*;4;218,55598842654092;0,8656716417910447
10;50;MSTC*;2;293,82770560562;0,2736318407960199
10;50;TMSTC*;2;293,82770560562;0,2736318407960199
10;50;MSTC*;4;196,24155840842997;0,6218905472636815
10;50;TMSTC*;4;196,24155840842997;0,6218905472636815
10;50;MSTC*;2;328,1546896921138;0,39303482587064675
10;50;TMSTC*;2;328,1546896921138;0,39303482587064675
10;50;MSTC*;4;263,8380951166242;1,0248756218905473
10;50;TMSTC*;4;263,8380951166242;1,0298507462686568
10;50;MSTC*;2;263,2135641951595;0,15422885572139303
10;50;TMSTC*;2;267,8564213380166;0,1791044776119403
10;50;MSTC*;4;182,2842712474619;0,5323383084577115
10;50;TMSTC*;4;192,85569981889046;0,5771144278606966
10;50;MSTC*;2;272,19956708852425;0,19402985074626866
10;50;TMSTC*;2;272,19956708852425;0,19402985074626866
10;50;MSTC*;4;171,31370849898474;0,4577114427860697
10;50;TMSTC*;4;171,31370849898474;0,4577114427860697
10;50;MSTC*;2;277,927128390319;0,19402985074626866
10;50;TMSTC*;2;264,5419913199057;0,13930348258706468
10;50;MSTC*;4;185,013275587509;0,5223880597014925
10;50;TMSTC*;4;186,82770560561997;0,5024875621890548
10;50;MSTC*;2;332,74155840843;0,43283582089552236
