Dimension;Density;Algorithm;Num_Robots;Time;Overlapping
10;5;MSTC*;2;436,1561327303662;0,05774278215223097
10;5;TMSTC*;2;438,48455985511254;0,07874015748031496
10;5;MSTC*;4;236,67085135612763;0,12598425196850394
10;5;TMSTC*;4;250,44256853520665;0,2073490813648294
10;5;MSTC*;2;462,15541121124005;0,09448818897637795
10;5;TMSTC*;2;449,4551226035898;0,08661417322834646
10;5;MSTC*;4;257,3696969255257;0,1837270341207349
10;5;TMSTC*;4;256,29754683497094;0,12073490813648294
10;5;MSTC*;2;436,3851370704134;0,06299212598425197
10;5;TMSTC*;2;433,24227992755624;0,07349081364829396
10;5;MSTC*;4;256,5839826398114;0,2020997375328084
10;5;TMSTC*;4;264,39913417704855;0,2204724409448819
10;5;MSTC*;2;436,5272726941445;0,05774278215223097
10;5;TMSTC*;2;444,78427124746213;0,08923884514435695
10;5;MSTC*;4;234,55670994566714;0,11548556430446194
10;5;TMSTC*;4;248,17012983700138;0,17585301837270342
10;5;MSTC*;2;435,77027414082676;0,06561679790026247
10;5;TMSTC*;2;446,14141410460496;0,08661417322834646
10;5;MSTC*;4;255,02655117501806;0,1732283464566929
10;5;TMSTC*;4;264,8851370704133;0,2440944881889764
10;5;MSTC*;2;458,29826835409716;0,09448818897637795
10;5;TMSTC*;2;430,8556998188905;0,05249343832020997
10;5;MSTC*;4;280,49783544262147;0,2887139107611549
10;5;TMSTC*;4;247,25555551506523;0,1679790026246719
10;5;MSTC*;2;439,6561327303662;0,07086614173228346
10;5;TMSTC*;2;457,0125540683829;0,09448818897637795
10;5;MSTC*;4;252,41385280280997;0,16535433070866143
10;5;TMSTC*;4;258,9705627484771;0,1889763779527559
10;5;MSTC*;2;436,75627703419156;0,06561679790026247
10;5;TMSTC*;2;431,1995670885243;0,07349081364829396
10;5;MSTC*;4;249,8836940321609;0,18635170603674542
10;5;TMSTC*;4;264,71212115690713;0,22572178477690288
10;5;MSTC*;2;435,7422799275563;0,07086614173228346
10;5;TMSTC*;2;451,46984122935095;0,08398950131233596
